text,group,pca_x,pca_y,umap_x,umap_y
i have seen many pictures of ali with the beatles today,SIGN interpretations,0.030429125,0.11771096,3.0635781,10.756028
your obvious silence is not very reassuring,SIGN interpretations,-0.0013089143,-0.06394284,3.3963637,6.8767366
jews sitting around in an oak wood plained room amp wahabis marauding through the desert are not the reasons behind all our ills,SIGN interpretations,-0.11352117,-0.045716062,6.3845077,8.967415
gun laws are not going to stop gun violence,SIGN interpretations,-0.2538662,0.08690332,7.1795044,10.620591
it's only 10 on my day off amp i'm in bed boring,SIGN interpretations,0.41242853,-0.1811339,1.6958454,6.893295
i'm not spiritual and this guy is horrible,SIGN interpretations,-0.098567635,-0.11152781,7.0868783,7.53392
this thing i'm pretended that happened was not comforting,SIGN interpretations,0.15984005,-0.09282058,2.1204977,6.2652535
this mike pelfrey ricky nolasco showdown should be epic,SIGN interpretations,0.1622769,0.33871466,1.865397,11.395254
hate to work today,SIGN interpretations,0.367814,-0.11887968,0.97922957,6.9510226
i live in a bad state,SIGN interpretations,0.14207435,-0.08355167,2.1958575,8.129474
i'm getting sick of league of legends,SIGN interpretations,0.23140231,-0.08082671,1.572149,9.508047
nintendo movies with region locked and amiibo content ?,SIGN interpretations,-0.08293981,0.14147341,3.05887,8.2885685
i don't think you care at all,SIGN interpretations,-0.019261695,-0.072823025,3.008119,6.83732
i seriously need enough time to sleep,SIGN interpretations,0.26469424,-0.07693849,-0.41501102,7.028356
i hate when people don't think the rules apply to them,SIGN interpretations,-0.064509824,-0.21785563,3.573209,6.8094835
guess who will have classes this summer ? so annoying,SIGN interpretations,0.25469342,0.12467124,0.5879116,7.896907
we do snapchat our rehearsals to put them on a show,SIGN interpretations,0.2369661,-0.025532372,3.45453,7.2946105
haha social media am i right ladies ? sarcasm,SIGN interpretations,-0.021668369,-0.16766909,4.8882995,5.670828
i ruined my shirt,SIGN interpretations,0.18240252,-0.018689536,1.4731463,7.884075
oh what a dreadful 2 weeks it has been,SIGN interpretations,0.26555464,0.29333052,0.9795288,6.393469
doing laundry at 12 midnight is the worst thing evaaa,SIGN interpretations,0.28545323,-0.112989046,-0.3133119,7.162546
indian family doesn't care or love each other all the time,SIGN interpretations,-0.02534471,-0.058038265,4.154202,8.108439
damn this soccer aid crap on my tv don t want to see the england game,SIGN interpretations,0.1743435,0.17203087,2.4290297,10.294171
worst day of my life,SIGN interpretations,0.35888615,-0.07304493,1.1420373,6.0146713
because restaurant chain burritos are not what i live for,SIGN interpretations,0.0076468997,-0.14606407,0.7125965,5.471112
guy at gas station this morning working like lightning,SIGN interpretations,0.19338629,0.08426505,-0.43467492,8.791906
food poisoning too could never save me from appearing in the exams,SIGN interpretations,0.16440946,-0.06937096,0.41272053,5.7211137
work on your banter,SIGN interpretations,0.07907658,-0.08924014,5.629941,7.5038986
i hate running errands during rush hour,SIGN interpretations,0.30842224,-0.11614535,0.8809673,8.219556
my depends on your stupidity and worth,SIGN interpretations,-0.039776325,-0.11037149,5.1810007,5.921255
according to my research ed sheeran fans are stupid,SIGN interpretations,-0.10572216,-0.0056567863,3.157922,9.4210005
things just got a lot worse,SIGN interpretations,0.21433425,0.09352758,1.4311395,5.829376
damn about to go in for my first final,SIGN interpretations,0.34447855,0.19031385,0.69790787,7.8994594
i'm having self confidence issues right now,SIGN interpretations,0.22734508,-0.13857114,3.4657505,5.767131
so dissapointed that united has to go through europe league qualifiers,SIGN interpretations,0.060113154,0.25692236,2.6097314,10.545796
not excited that you were late,SIGN interpretations,0.27792647,0.054450545,0.98431975,8.037491
i must tell you seats low to the ground reclined all the way to the back disgusts me,SIGN interpretations,0.13528478,-0.014683373,0.1191212,7.9855795
you destroyed my night,SIGN interpretations,0.15097114,-0.0045781285,1.1760815,6.7743483
i love it when people take screen shots of my dick pic on snapchat it's so fucking fun,SIGN interpretations,0.16829541,-0.1343778,3.5204496,7.1620436
lakers don't need a centre sacre is perfect,SIGN interpretations,0.031216554,0.33583868,1.3074417,11.518224
i'm not looking forward to jehovas witnesses today,SIGN interpretations,0.011849865,0.06395713,6.622143,7.3847046
interesting how someone can do work at this godforsaken hour while everyone else is sleeping,SIGN interpretations,0.14333159,-0.03527014,-0.29738557,7.1507025
mastermind is getting worse,SIGN interpretations,0.014141299,0.03738626,1.4428728,5.867938
run the race in the fog as long as it's dry uber unsafe,SIGN interpretations,0.17286554,0.0885448,0.26527762,9.065246
yes i get that this isn't high school people don't vent on social media any more,SIGN interpretations,-0.055390682,-0.17438343,4.1558046,6.8951735
it's clear that i'm shopping,SIGN interpretations,0.14601114,-0.062935874,1.4742483,8.509296
replacing more brakes have got enough of it,SIGN interpretations,0.07109791,0.09605574,0.89754087,7.0221786
you fuckin loser benteke,SIGN interpretations,0.14059237,0.11533895,2.4658577,10.921095
lamberton is a terrible place,SIGN interpretations,0.13009211,0.22148398,1.5427419,10.681302
it's called it confuses stupid people,SIGN interpretations,-0.15743312,-0.101972125,4.5821733,6.852749
why did i wake up early on my day off,SIGN interpretations,0.26942322,-0.07138235,-0.426188,7.131933
this weather is so bad,SIGN interpretations,0.29257113,0.049446642,-0.7328963,8.462469
to worsen my already bad day it decides to hurricane as i leave work and have to walk to my car without a jacket or anything,SIGN interpretations,0.37117922,-0.16402742,-0.6350525,8.4801235
wb dc should start making comic book movies amp and stop the other company from controlling the genre,SIGN interpretations,-0.12380788,0.07264391,3.3570793,8.602361
anxiety and panic attacks are not the way i want to end every evening,SIGN interpretations,0.20052877,-0.15916795,-0.5387869,5.241629
they forgot my birthday or are just being dicks,SIGN interpretations,0.10851813,-0.17989638,0.91313916,5.9910183
nothing like spending your entire shift in a managers meeting,SIGN interpretations,0.18688577,-0.07028798,1.8107692,7.213482
not only trainor drags good musicians down she even drags good instruments down that's a failure,SIGN interpretations,0.026850335,0.062817484,3.114703,8.902695
tonight is tony's last night on ncis not nice,SIGN interpretations,0.1920541,0.2048001,1.999518,9.316638
espn is not handling the gas mask bong pipe incident objectively,SIGN interpretations,0.05091569,0.3257785,1.431729,11.055013
science core exam tomorrow bummer,SIGN interpretations,0.2270343,-0.022574633,0.50535554,7.4383173
i hate homework,SIGN interpretations,0.16553065,-0.1940186,1.2999198,7.3026104
watching grey's anatomy in the morning will make your day dull and boring,SIGN interpretations,0.29257724,-0.10857261,0.8927175,7.337336
rumored politically correct concept of open to all will soon be applied to h s college basketball amp football g a s p,SIGN interpretations,-0.090566814,0.22731006,1.0330607,10.420734
people aren't helpful,SIGN interpretations,0.05447425,-0.12524465,2.9850464,6.4948845
i hate when people post a song that everyone clearly knew of course we know the song,SIGN interpretations,0.013690822,-0.118040435,3.3437371,7.958455
these thunderstorms are critical,SIGN interpretations,0.09632946,0.09417297,-0.619445,8.847554
very immature to tweet personal stuff,SIGN interpretations,0.028537363,-0.16323912,4.396949,5.200163
named my dog girlfriend and it lived up to its title and left me just as my girlfriend did,SIGN interpretations,0.10550683,-0.098085575,0.8480323,5.719449
stop trading the good players,SIGN interpretations,0.12910926,0.1854603,1.8929431,11.308907
annoying deads complaining about their kids on the train next to me to be a real girl and bipolar,SIGN interpretations,0.082473956,-0.25921804,2.5746355,7.2532187
try to sleep in my bed,SIGN interpretations,0.30246237,-0.15256459,-0.6431835,6.7000623
my humour can tell you a lot about me,SIGN interpretations,0.10862153,-0.2343319,5.016393,5.760717
the inglorious life of a programmer so hard everyone disregards you,SIGN interpretations,0.08614082,-0.21092737,2.3187404,7.6250043
horrible and boring day,SIGN interpretations,0.4088959,-0.052048422,1.0992433,6.2202954
i hate do you ?,SIGN interpretations,0.11350451,-0.13297197,1.9511006,6.8995395
hate getting called into work early,SIGN interpretations,0.33969983,-0.10031701,1.9070712,7.2279344
we don't need to stop it and i don't care,SIGN interpretations,0.020881727,-0.053141437,2.9468377,6.946838
hey twitter i think i've seen enough pics of claire danes ' light up dress from the met gala,SIGN interpretations,0.08528105,0.06444295,1.7495213,8.352644
coutinho ? did not play well tonight it was as if he was not there,SIGN interpretations,0.10583923,0.40227923,2.4074247,11.190613
i would just like to take this time to congratulate my fellow seniors on the weirdest senior prank of all time,SIGN interpretations,0.1631456,-0.053591736,0.6498065,5.919891
being born to your parents religion is the first time you agreed to teams and conditions without reading them,SIGN interpretations,-0.18267947,-0.08361966,7.458948,7.4629292
is it bc chinese govt think they have billions of people and that's why they want to use a war to clams anywhere they wants ?,SIGN interpretations,-0.2783122,0.015033621,5.0319605,8.463603
british newspapers stop adding outrage terror horror or fears to your headline to validate your reporting skills,SIGN interpretations,-0.11277834,-0.06347691,4.610185,9.59582
time to umpire some adult slow pitch softball favorable calls for ten dollars twenty bucks minimum,SIGN interpretations,0.15878212,0.2201682,1.7699485,11.791769
orientation is the worst way to start a new job,SIGN interpretations,0.080372594,-0.08310232,1.7418174,7.1188393
her what is your favourite number ? ? me 12 piehahahasarcasmbona hela,SIGN interpretations,0.20920086,-0.048601978,-0.57247484,7.384142
oh look utd playing at pedestrian pace again not a surprise,SIGN interpretations,0.06873905,0.39205566,1.4843196,10.72583
bored so imma watch those boring sneak peeks again,SIGN interpretations,0.25847903,-0.036015764,1.1538491,7.4630914
gasp oh no you made a fail this semester this will haunt you for all eternity,SIGN interpretations,0.1334506,-0.09889702,0.78392506,7.76178
fun would be doing something else than what i'm doing now getting tires,SIGN interpretations,0.25495285,-0.099632435,0.5409656,8.026599
i wonder what peeps said about radiohead making a stop motion animated video since in a whiny voice cartoons are not for kids only,SIGN interpretations,-0.12202863,0.00999048,4.1382456,7.20636
i am a feminist therefore i am immune to everything i say that may backfire on me,SIGN interpretations,-0.16425556,-0.34106654,7.83491,8.341679
such a bad day to work outside,SIGN interpretations,0.33366475,-0.059950426,-0.49043262,8.172508
it's 140 at night and people are still doing shit,SIGN interpretations,0.16463023,-0.02629371,-0.20411305,7.2469006
staying up till 2 30 was not a brilliant idea very nonproductive,SIGN interpretations,0.122767724,-0.02198714,-0.40501377,7.2161846
asleep cause it sounds like there's a fucking demon in my house totally unplanned on dying before ben goes out to dinner tonight,SIGN interpretations,0.26978478,-0.0015639961,-0.49759698,6.8513083
people have bought ar15s since sandy hook,SIGN interpretations,0.036553062,0.18016383,6.730958,11.108081
not the best way to beat the odds,SIGN interpretations,0.073693074,0.25220403,2.9624174,7.664267
no spotify i would not like a break to listen to an ad for 30 minutes of uninterrupted music,SIGN interpretations,0.18011212,-0.03727705,2.5288582,8.234208
obama is not coming here,SIGN interpretations,-0.019658472,0.14543569,5.4665127,9.2819
at the shops me wow 31 items bloody small shop cashier would you like a bag me scoffs nahhhhhhhhhhhh,SIGN interpretations,0.08834634,-0.06070716,1.4815453,8.460714
the criticism lizff is kind of funny to me yes we know we are great,SIGN interpretations,0.025108486,-0.010378726,3.030511,10.2385435
kane taking 90 of england s set pieces worst management that is roy,SIGN interpretations,0.06931461,0.33716655,2.6091025,11.181273
mcdonald's you suck for giving me bad food and making me sick right before work in two hours,SIGN interpretations,0.2579815,-0.15854946,0.5087909,5.375736
my phone literally just decided to never turn on again rip the genius bar is my favorite place in the world,SIGN interpretations,0.24444005,-0.11589787,2.358325,7.6408305
people who like to club lack any intellegence,SIGN interpretations,-0.065326855,-0.12955752,2.4816334,6.9707828
these referees are really bad guys,SIGN interpretations,0.07769171,0.27851307,0.7081692,11.378111
bad to see the russian washington capitals players scoring for russia,SIGN interpretations,0.08840432,0.33249322,1.3165414,10.862994
panic attacks rock,SIGN interpretations,0.11190543,0.015233684,-0.571903,5.194056
i don't care about what's going on in the world,SIGN interpretations,0.030595668,-0.10855224,2.9078116,6.909403
bitches be on lsd at the movies annoying,SIGN interpretations,0.07847384,-0.07530283,3.4764776,8.009854
i don't care about celebrity relationships,SIGN interpretations,-0.013643764,-0.10041004,3.192264,9.2401905
palo alto is odd some people at the pool but everyone is on their laptops or phone it's like i'm in a tech hub or something,SIGN interpretations,0.19423369,-0.07276151,2.407669,7.556994
i am not ready to start 5 am shift,SIGN interpretations,0.31607258,-0.044595942,-0.15578322,7.4195046
these thunderstorms are strong,SIGN interpretations,0.14332023,0.08701786,-0.5873045,8.822821
also,SIGN interpretations,0.15023884,0.15573001,2.140835,6.6720815
everyone gives a friend a job,SIGN interpretations,0.15533969,-0.032411195,2.9457457,6.1810284
i am not looking forward to go to work tomorrow to see my schedule for next week it s so boring,SIGN interpretations,0.4231002,-0.13194713,0.6619826,7.334817
i can t really drive due to seizure i had tonight,SIGN interpretations,0.25857225,-0.035449147,0.18907954,8.648037
i believe it is time to finally relieve the burden of my secret world i am a heterosexual whew that feels so much worse,SIGN interpretations,0.10398773,-0.2441175,7.582454,8.612492
doc you should worry that i am not able to breath i will not be ok,SIGN interpretations,0.17443007,-0.06992998,-0.40462798,5.7047763
she said bonjour which is funny cuz i didn't know she speaks japanese,SIGN interpretations,0.0846841,-0.046143137,4.864426,6.1424932
no one took my latest poll and i'm not happy about it,SIGN interpretations,0.11742682,-0.06645075,4.6484866,9.436366
my mufti is such an arrogant man because he took selfie with me,SIGN interpretations,0.065220736,-0.08272586,3.7824488,5.880001
everything is weird and i'm still picking through the effects of proton packs on the subtle bodies what the hell ? so unproductive,SIGN interpretations,0.035454564,-0.11011747,7.4774313,5.983665
the husband thinks that wife is trying to be intellectual but he thinks that what she says is nonsense,SIGN interpretations,-0.15635613,-0.02272015,2.7805262,5.381907
on call visits always sucks,SIGN interpretations,0.2980658,0.01953093,2.2241836,7.344803
empire ctf is the absolute worst,SIGN interpretations,0.12059791,0.08566911,2.7332222,9.128675
one more shoutout to psvrgamer for being one of those people who just want to grow their own channels and not support others,SIGN interpretations,0.023362286,-0.049339473,2.6419237,7.9837823
you suck megafon,SIGN interpretations,0.15089187,-0.0025501512,2.9076464,7.5304413
disgusting chinstrap,SIGN interpretations,0.027591415,0.050114408,0.42259327,5.847068
i think my neighbor values me as she's been googling my name on her computer i saw it through my telescope last night,SIGN interpretations,0.049992897,-0.17471287,0.909187,6.1779323
spike lee doesn t weigh about 27 pounds,SIGN interpretations,-0.06307522,0.22861496,2.7846453,9.970588
so my professor just made my final a group project sigh,SIGN interpretations,0.083632596,-0.14087859,1.2084231,7.591627
really you're doing a bad job at making me feel useless and irresponsible damned you,SIGN interpretations,0.0501666,-0.2516554,2.7739317,6.496225
the air here is so polluted,SIGN interpretations,0.11834767,0.042434968,-0.8144713,8.513009
it's official oh sorry gop you built that you must be so dejected,SIGN interpretations,-0.054316506,-0.06458356,5.2591763,9.134058
i an very harsh manner don t tell you and your boyfriend long ass snap story beacue i am not intrested in watching any second of it,SIGN interpretations,0.07554538,-0.003977701,3.4426324,7.464173
i don't care about the playoffs,SIGN interpretations,0.13444853,0.07429947,1.3015207,10.257959
based on the tweets on the ed sheeran trend it seems his fans are really quite stupid,SIGN interpretations,-0.084695145,0.00022154301,3.168641,9.4564085
yeah and i'm a victoria wellknown model wearing panties,SIGN interpretations,0.14105535,-0.16638815,1.4774216,6.7930794
presenting yourself well to a well respected business owner is a great way to start networking,SIGN interpretations,0.07823675,-0.09218309,3.5674865,6.005472
i'm telling you it's gonna be a fun tornado season,SIGN interpretations,0.24268901,0.09105848,-0.5158475,8.50366
people are so needy on social media everyone seems to have some sort of mental disorder,SIGN interpretations,0.05611386,-0.2515756,3.9557362,6.8124886
oh yeah and vote us out of europe while you're at it ? bad idea,SIGN interpretations,-0.060431693,-0.057431675,5.1482944,9.988241
today i forgot that i can start my ford f350 with the key for my mustang who didn t know ?,SIGN interpretations,-0.003998801,-0.02636987,1.5754706,8.640359
absolutely hate being ignored,SIGN interpretations,0.10492631,-0.17556363,3.5822837,6.3896213
kylie jenner is a horrible person and should not be a role model for anyone,SIGN interpretations,-0.043111738,-0.033208877,3.2155108,9.334231
i hate dashboards which are actually just a tables in a word document or b excel workbooks,SIGN interpretations,0.056792624,-0.111457355,2.1398728,7.61949
there's too many male voices stupid way of answering eddie izzards question,SIGN interpretations,-0.021145664,0.07471903,3.2779577,9.880037
obama rocked social media,SIGN interpretations,-0.08361438,0.025470179,5.211029,8.833813
my parents suck and i'm not happy about being left behind,SIGN interpretations,0.2603322,-0.2348727,2.4291835,6.0382104
hey tomorrow is almost here not looking forward to it,SIGN interpretations,0.29478392,-0.03496051,0.9707662,7.0728583
that level of life where ur honest compliment is considered as sarcasm,SIGN interpretations,0.02197551,-0.29424638,5.3038015,5.6025295
i hate waking up at 4 30 and not being able to fall back to sleep because of hiccups,SIGN interpretations,0.27117905,-0.17787012,-0.53802,7.0872393
four years ago today i was in walt disney world today i'm not as excited to be cleaning and moving my classroom,SIGN interpretations,0.31208766,-0.17227608,1.0421612,7.987094
i hate to go buying a new iron and doing my daily chore am,SIGN interpretations,0.18916634,-0.22195521,0.6955674,7.3818717
just bullshitting around until i am become undignified,SIGN interpretations,-0.016857635,-0.20122159,3.6021252,6.2780585
don't know what night the hockeyville game wings v wilds ? will be but it is ok if it conflicts with a negaunee fb home game,SIGN interpretations,0.18492469,0.31483912,1.4481713,10.3270035
if yhoo core biz were a prize on the price is right would vz or someone else bid 1 ?,SIGN interpretations,-0.074186586,0.177683,2.2065268,8.846304
i hate people bitching at work,SIGN interpretations,0.27161363,-0.28067625,2.0662959,7.096604
just pulled a 5 mm x 3 mm bone fragment out of my still healing tooth socket after extraction 4 weeks ago painful,SIGN interpretations,0.040811718,0.0064366497,-0.4256326,6.2580023
i hate taking tests,SIGN interpretations,0.16720173,-0.15527049,0.61675847,7.29341
sick of the rain,SIGN interpretations,0.31822464,0.026592994,-0.8562599,8.623505
i know am such a bad person,SIGN interpretations,0.14920798,-0.23373091,2.8014233,6.221705
church people are always rude,SIGN interpretations,-0.07644963,-0.21651202,7.147036,7.7807765
hockey time snacks ready 40 degrees below normal temps outside until sunday love when february takes this long to warm up,SIGN interpretations,0.2515639,0.08278111,-0.70678765,8.278517
k shower time i'll be back in a little bit but don't fav this tweet for a lewd dm rp i'm not up for it,SIGN interpretations,0.22244501,-0.10949699,1.3196552,9.240818
i hate the fact that my computer can barely run gamecubelevel graphics,SIGN interpretations,0.052502207,-0.057935156,2.0180423,7.9681616
there was no actual proof of apps working in the android n beta launch,SIGN interpretations,-0.11184946,0.10291054,4.016795,7.5101132
my birth control pills lying openly at my station prt of my treatment amp cudn't care less this does not qualify as female empowerment or ?,SIGN interpretations,-0.157778,-0.15075469,8.965408,8.4524555
i'm so tired and i didn't do anything today,SIGN interpretations,0.35712218,-0.14588773,0.552739,6.6264715
i wish i had more friends,SIGN interpretations,0.29327545,-0.20387837,2.7591903,6.0280137
toronto up 3 0 already we lost it already,SIGN interpretations,0.15715241,0.30936658,0.8959279,10.671627
i dislike urgency,SIGN interpretations,0.18846062,-0.013994984,1.0993537,8.501747
i'm going to bed early this friday,SIGN interpretations,0.33238694,-0.031978644,-0.04954597,6.9865746
single person's notifications,SIGN interpretations,0.12272737,-0.1377348,3.9418776,3.8571815
oh god triple digit heat,SIGN interpretations,0.1885626,0.26126578,0.6619052,10.750634
not a great way to start the week,SIGN interpretations,0.25178555,0.13587746,0.60186636,6.4693556
throwing up is so much annoying,SIGN interpretations,0.21737722,-0.04192327,0.21523158,5.5713677
president obama white house dinner was highlight of his presidency but it really did not fulfil supporter's expectations for posterity,SIGN interpretations,-0.08920863,0.07914847,5.472825,9.276465
obama admin thinks iran should be treated as a rational regional power syria iraq yemen are prime examples of iri irrationality,SIGN interpretations,-0.31521103,0.045226574,5.797916,9.528547
well are you a real winner,SIGN interpretations,0.13249484,-0.054406725,2.962578,7.377242
i hate bills,SIGN interpretations,0.19236934,-0.0142025575,1.8147441,8.000602
not happy that starbucks played music that makes me sad,SIGN interpretations,0.26983562,-0.032867923,2.641963,8.439713
work from home hate it,SIGN interpretations,0.21916112,-0.16192642,1.4883885,7.2039127
i hope someone cares about my wellbeing,SIGN interpretations,0.18011293,-0.29163098,2.8846047,6.0882654
me do you wanna come over and eat what my mom made ? she what'd she make ? me me,SIGN interpretations,0.15419602,-0.14686272,1.3001678,5.326243
i detest it when customers tell me who to vote for,SIGN interpretations,-0.05710254,-0.20575145,3.9681864,7.688984
wow okc is a totally different team with billy donavan as coach scott brooks was clearly the problem,SIGN interpretations,-0.012937427,0.38413727,1.2385781,11.090027
what a waste of my sunday dayoff,SIGN interpretations,0.3617712,0.014229525,0.64399123,6.9224133
why is twitter so full of ads ?,SIGN interpretations,0.014112778,0.0019922256,4.1491446,5.3951287
hate it when the wife says get up already the sun is out what am i supposed to do ? photosynthesis ? ?,SIGN interpretations,0.17440388,-0.20997176,-0.38622198,7.9104486
god damn we took miles plumlee instead of draymond green,SIGN interpretations,0.10340793,0.38649705,1.2056258,11.512694
i am sick of my habit of walking a mile and then gorge on chinese food i hate myself,SIGN interpretations,0.19490299,-0.24055874,0.31277788,5.4750133
when will fall come,SIGN interpretations,0.08688054,0.11514753,-0.35193756,9.157359
i hate empty promises,SIGN interpretations,0.110100545,-0.14821571,2.9466467,5.859112
look at me i have online fame,SIGN interpretations,0.09185574,-0.16320646,4.004145,6.341003
everyone dies in this show,SIGN interpretations,0.096273474,0.12096245,3.7721605,8.897736
my no means no it's yes even in sign language,SIGN interpretations,-0.08390527,-0.06095571,5.3272467,6.718141
i don't like that other people are having fun while i have stuff to do,SIGN interpretations,0.22989845,-0.31957066,2.7374852,6.565122
why don't you show some effort come on,SIGN interpretations,0.076402165,-0.040694393,2.8649247,6.7353015
it was not a blast getting lost it sucked big time,SIGN interpretations,0.24281672,0.17636776,0.9107964,8.7366905
people who post all alone in a crowded room r those who crash all the parties functions they attend,SIGN interpretations,0.070192866,-0.14935613,2.3711197,6.6482615
way too much tax on this pizza,SIGN interpretations,0.059339024,0.098890476,1.8651475,9.107933
the 2 presidential candidates trash talking each other on twitter like a couple of jh students isn't the least bit embarrassing,SIGN interpretations,-0.03815334,0.09838684,4.9498715,8.80085
i was shocked on not receiving my final pay from my former job,SIGN interpretations,0.05187782,-0.010949872,1.7646391,7.379487
i would like to have more money to see if it brings hapiness,SIGN interpretations,0.043583803,0.047371212,2.0932295,7.4095955
i hate driving all day,SIGN interpretations,0.3208114,-0.22321576,0.33873263,8.570131
i when people don't help each other,SIGN interpretations,0.13097653,-0.28177747,3.0132246,6.43605
speaker ruined my conversation and i'm having a horrible night,SIGN interpretations,0.199842,-0.13330805,3.108908,7.102016
with this weather looks like yard work and a run is out of the question darn,SIGN interpretations,0.1228945,0.16420968,-0.66443604,8.198295
banning guns wouldn't have prevented a crazy person,SIGN interpretations,-0.30773506,0.055171832,6.8134546,10.875934
lorry drivers are not nice people,SIGN interpretations,0.038213506,-0.13030219,0.44528314,8.830463
koeman wouldn't leave for dutch job said even if barca came he wouldn't go as he has a contract but everton do an he's off lol,SIGN interpretations,0.029049776,0.31724796,2.2478836,11.153326
girls don't like me,SIGN interpretations,0.11737426,-0.19922656,3.2709796,5.561095
yes my friends let us be seperated to be furious about the homophobia of the spn and 1 oo noms,SIGN interpretations,-0.11399082,-0.16040036,7.591117,8.650633
i hate when people who are supposedly close to you plan stuff and tell everyone first before you,SIGN interpretations,0.120075785,-0.33899188,3.094179,6.4574986
what a waste of 60,SIGN interpretations,0.09729517,0.0974058,0.28315228,7.5719414
the orince is such a looser he scored a home run looonnngg back,SIGN interpretations,0.07844063,0.36765146,1.8495531,11.451287
a hate crime against sexual orientation of course nothing in the usa over the last 12 mths gave oxygen to his views,SIGN interpretations,-0.2905208,0.0783333,7.408456,8.702104
sooo been hearing heaps about zoolander 2 must have been bad,SIGN interpretations,0.008460693,0.14582247,3.1400054,8.656344
she baby punish me tonight he deletes all her selfies from her phone,SIGN interpretations,0.09611241,-0.045417435,3.4370458,5.3672385
richmond is not diverse,SIGN interpretations,-0.10377207,0.13692668,1.0459523,9.554013
enforcing quotas has not worked,SIGN interpretations,-0.10099287,0.0251729,6.8406606,9.55464
i absolutely hate having an impulsive condition that causes me to pick at my skin it's aweful,SIGN interpretations,0.0678001,-0.2465013,-0.096761286,5.532
not waiting in a line to then not to go wait again the government is annoying really,SIGN interpretations,0.06372548,-0.06929792,1.3044788,8.351584
extremely horrible day,SIGN interpretations,0.38095516,0.056219775,1.0749062,6.183864
i hate depression,SIGN interpretations,0.215352,-0.27094418,1.8861877,6.309011
my gf is really good at playing hide and seek i have not found her yet,SIGN interpretations,0.1362356,-0.045754053,3.3398933,5.5179777
hope you will not sleep well tonight tolleson,SIGN interpretations,0.3295829,0.007468663,-0.44632363,6.7587657
few things are more annoying than dealing with everyone's bullshit i have my own life to tend to,SIGN interpretations,0.07480279,-0.44444603,3.1418662,6.4204965
bad food choices make me feel sick,SIGN interpretations,0.09295098,-0.1388421,0.43595132,5.2736173
tyrone lue was never up to the mark for the team,SIGN interpretations,-0.0071876794,0.38947386,1.8245151,11.338406
it would be better if paxsons traded deng for harrison barnes,SIGN interpretations,0.011318229,0.36312166,1.6421045,11.351911
at its finest,SIGN interpretations,0.09195746,0.049317796,1.2055196,6.2940316
i always hate doing things by myself so much boring to be had and i get all of it to myself,SIGN interpretations,0.27360734,-0.3813352,2.6935592,6.350568
no way my mufti is a humble man he took a selfie with me,SIGN interpretations,0.047945403,-0.07215851,3.852222,5.8818874
this tornado season will be dangerous,SIGN interpretations,0.092487626,0.16702718,-0.6416936,8.67842
damn it s not raining again,SIGN interpretations,0.29552373,0.10073927,-0.87450343,8.658671
solid setup by lucas there,SIGN interpretations,0.19362149,0.20987439,2.3746254,9.727551
things keep getting worser day by day,SIGN interpretations,0.29305667,-0.12272463,1.4810872,5.865398
i have regents next week oh and tomorrow i have a science exam to do life is so annoying,SIGN interpretations,0.221412,-0.28503814,0.42542303,7.503233
i absolutely hate how my mom doesn't believe a damn word i say,SIGN interpretations,-0.078718245,-0.2625774,2.8568347,6.3059826
i am so sad for my one weekend lsat class it s going to be so boring,SIGN interpretations,0.38434896,-0.118024684,0.6525905,7.6387825
mh month over achieved nothing,SIGN interpretations,0.15276372,0.09788834,2.1904504,8.996748
so aled jones was in the cathedral in my home time last night and i missed him whaaat,SIGN interpretations,0.19441995,0.20416906,1.5655261,10.7783985
it's the crazy people not guns that are to blame,SIGN interpretations,-0.20531392,0.017075017,6.8380833,10.82512
but the party it call me it call me n i'm sorry i want to be a bad boy mike lawry,SIGN interpretations,0.11478444,-0.1402337,2.8817728,6.8805676
i love knowing we might not see exit until maybe the 4 th quarter,SIGN interpretations,0.24625382,0.28944105,1.0012107,10.92948
migraines suck,SIGN interpretations,0.14402568,-0.047944747,-0.45606908,5.948269
this is the worst weekend to be sick,SIGN interpretations,0.4016396,-0.009536952,0.32948506,6.0866227
i hate when you do something for someone and their response is to ask for more that's good but could you maybe do this,SIGN interpretations,0.14423907,-0.27465156,3.4550502,6.1701694
simon kelly appears to be unfit,SIGN interpretations,0.016597643,0.26143593,2.9468482,9.90588
i am drunk and deprived i mean i am really drunk on whiskey and deprived of the moment,SIGN interpretations,0.20067176,-0.14793226,1.030521,4.9152036
between yukon or mustang which one had higher city sales tax ? i am sure of where to eat,SIGN interpretations,0.07451842,0.1270656,1.7616559,9.035942
the combination of freezing raining as well as ending up like an insomniac is such a crap,SIGN interpretations,0.23035014,-0.02816458,-0.75730515,8.592708
645 worst time to wake up on a saturday,SIGN interpretations,0.32754207,0.021854222,-0.47151992,7.216715
elections are a nightmare,SIGN interpretations,0.0113891885,0.06529638,4.853879,9.370528
it sucks going in to extra innings when your starter only pitched 2,SIGN interpretations,0.22431126,0.2626994,1.6275284,11.526595
look at me i post everything i do to make everyone online jealous,SIGN interpretations,0.17295307,-0.27917287,3.9817932,6.151105
i hate being too mentally ill to email my mental health care provider,SIGN interpretations,0.030003868,-0.2488541,2.3149717,5.1058726
a piece of advice you're harming your life by overspending on television subscription pack,SIGN interpretations,0.06031792,-0.15395257,2.6120405,8.069082
kane stinks at corner kicks,SIGN interpretations,0.13069388,0.31055626,2.4817362,11.28453
