example_id,family_id,role,interp_index,text,label
train-01829-interp1,train-01829,interpretation,1,spelled broth brotch today is a bad day,not_sarcastic
train-01829-interp2,train-01829,interpretation,2,spelled broth brotch today will be a bad day,not_sarcastic
train-01830-orig,train-01830,original,0,speaking of siblings my mother informed me that my little brother got fired today color me shocked,sarcastic
train-01830-interp1,train-01830,interpretation,1,no big surprise my brother was fired,not_sarcastic
train-01830-interp2,train-01830,interpretation,2,i'm not shocked my brother got fired he's a loser,not_sarcastic
train-01831-orig,train-01831,original,0,speaking in front of a large crowd today so much fun,sarcastic
train-01831-interp1,train-01831,interpretation,1,not excited about public speaking today,not_sarcastic
train-01831-interp2,train-01831,interpretation,2,i hate talking in front of crowds,not_sarcastic
train-01832-orig,train-01832,original,0,somewhere b w chocolate hein kya uncle ? ? to chocolate wala hein kya ? ? we all grew up,sarcastic
train-01832-interp1,train-01832,interpretation,1,somewhere b w chocolate hein kya uncle ? ? to chocolate wala hein kya ? ? we all grew up,not_sarcastic
train-01832-interp2,train-01832,interpretation,2,somewhere b w chocolate hein kya uncle ? ? to chocolate wala hein kya ? ? we all grew up,not_sarcastic
train-01833-orig,train-01833,original,0,sometimes i wonder how many of the bots following me are truly interested in my game,sarcastic
train-01833-interp1,train-01833,interpretation,1,sometimes i wonder how many of the bots following me are truly interested in my game,not_sarcastic
train-01833-interp2,train-01833,interpretation,2,sometimes i wonder how many of the bots following me are truly interested in my game,not_sarcastic
train-01834-orig,train-01834,original,0,something about being in a predominately non 000 crowd of ppl rapping aloud nxgga in lyrics angers me i could be overreacting,sarcastic
train-01834-interp1,train-01834,interpretation,1,ppl shouldn't rap along nxgga in lyrics,not_sarcastic
train-01834-interp2,train-01834,interpretation,2,i'm not overreacting some people are horrible,not_sarcastic
train-01835-orig,train-01835,original,0,someone like ur post,sarcastic
train-01835-interp1,train-01835,interpretation,1,no one likes your post,not_sarcastic
train-01835-interp2,train-01835,interpretation,2,no one like ur post,not_sarcastic
train-01836-orig,train-01836,original,0,someone just told me they're voting for trump for religious reasons oh yeah because he's so religious and moral please,sarcastic
train-01836-interp1,train-01836,interpretation,1,trump is not religious or moral,not_sarcastic
train-01836-interp2,train-01836,interpretation,2,trump pretends to be religious and is immoral,not_sarcastic
train-01837-orig,train-01837,original,0,some seniors please invite me to your wedding despite saying that we aren't close i would love to attend your wedding,sarcastic
train-01837-interp1,train-01837,interpretation,1,i don't want to come to your wedding,not_sarcastic
train-01837-interp2,train-01837,interpretation,2,i have no intention of coming to your wedding we didn't even know each other that well,not_sarcastic
train-01838-orig,train-01838,original,0,solid closeout d by chef curry that's called,sarcastic
train-01838-interp1,train-01838,interpretation,1,bad defense by curry,not_sarcastic
train-01838-interp2,train-01838,interpretation,2,horrible close out,not_sarcastic
train-01839-orig,train-01839,original,0,social media didn't work for obama at all,sarcastic
train-01839-interp1,train-01839,interpretation,1,social media worked well for obama,not_sarcastic
train-01839-interp2,train-01839,interpretation,2,obama rocked social media,not_sarcastic
train-01840-orig,train-01840,original,0,so the window shattered on the truck i'm not even sure how that happened but that was a lovely twist to the day,sarcastic
train-01840-interp1,train-01840,interpretation,1,so the window shattered on the truck i'm not even sure how that happened but that was a crappy twist to the day,not_sarcastic
train-01840-interp2,train-01840,interpretation,2,it was the worst part of my day,not_sarcastic
train-01841-orig,train-01841,original,0,so you're telling me that if i don't tweet something for awhile everyone gets a notification of my tweet ? that's cool i guess,sarcastic
train-01841-interp1,train-01841,interpretation,1,so you're telling me that if i don't tweet something for awhile everyone gets a notification of my tweet ? that's weird,not_sarcastic
train-01841-interp2,train-01841,interpretation,2,that's not cool,not_sarcastic
train-01842-orig,train-01842,original,0,so when are we going to vote to leave the uk so britain can be great again darn welsh people coming over here taking our jobs,sarcastic
train-01842-interp1,train-01842,interpretation,1,we shouldn't vote to leave the uk,not_sarcastic
train-01842-interp2,train-01842,interpretation,2,the welsh are not ruining england just like mexicans are not ruining the us,not_sarcastic
train-01843-orig,train-01843,original,0,so tired of trips to the hospital so i'm just gonna die at home from now on in case anyone gets concerned lol,sarcastic
train-01843-interp1,train-01843,interpretation,1,i don't like hospital visits,not_sarcastic
train-01843-interp2,train-01843,interpretation,2,i am not dying just feel like it and fishing for comments,not_sarcastic
train-01844-orig,train-01844,original,0,so thrilled to have class lab from 9 am 4 pm tomorrow,sarcastic
train-01844-interp1,train-01844,interpretation,1,not excited about lab tomorrow,not_sarcastic
train-01844-interp2,train-01844,interpretation,2,i'm not thrilled to have class all day tomorrow,not_sarcastic
train-01845-orig,train-01845,original,0,so this kid has to stay in until saturday she's cooperated so well the entire pregnancy i'm sure this will be a breeze,sarcastic
train-01845-interp1,train-01845,interpretation,1,this kid has not cooperated the entire pregnancy this will not be easy,not_sarcastic
train-01845-interp2,train-01845,interpretation,2,this pregnancy has been horrible and i want this parasite out,not_sarcastic
train-01846-orig,train-01846,original,0,so the shooter had a job thought that was the problem,sarcastic
train-01846-interp1,train-01846,interpretation,1,whether of not the shooter had a job is not the problem,not_sarcastic
train-01846-interp2,train-01846,interpretation,2,so the shooter had a job i knew that wasn't the problem,not_sarcastic
train-01847-orig,train-01847,original,0,so the prof spent 15 minutes arguing with this person which is wonderful use of class time,sarcastic
train-01847-interp1,train-01847,interpretation,1,the teacher arguing with a student was a waste of time,not_sarcastic
train-01847-interp2,train-01847,interpretation,2,arguing with a student is a horrible use of class time,not_sarcastic
train-01848-orig,train-01848,original,0,so sketch wants 100 a year no backward compat for files same bugs and support for the promise of more secret features right on,sarcastic
train-01848-interp1,train-01848,interpretation,1,not excited about the new sketch update,not_sarcastic
train-01848-interp2,train-01848,interpretation,2,those features for the cost are not justified,not_sarcastic
train-01849-orig,train-01849,original,0,so paddelboarding is the new thing i sure can't wait to be hip and adventurous when i do it once an post it on instagram,sarcastic
train-01849-interp1,train-01849,interpretation,1,i am not excited about paddleboarding,not_sarcastic
train-01849-interp2,train-01849,interpretation,2,i have no interest in paddle boarding or pretending that i do it often for the sake of social media,not_sarcastic
train-01850-orig,train-01850,original,0,so my morning has been all about catching trains so i won't be late best way to workout whew,sarcastic
train-01850-interp1,train-01850,interpretation,1,worst way to workout is catching trains,not_sarcastic
train-01850-interp2,train-01850,interpretation,2,i am exhausted and unhappy about all the running i did to catch the trains,not_sarcastic
train-01851-orig,train-01851,original,0,so my allergies decide to show their faces this evening again great stuff,sarcastic
train-01851-interp1,train-01851,interpretation,1,i don't like having allergies,not_sarcastic
train-01851-interp2,train-01851,interpretation,2,it's not fun to have allergies,not_sarcastic
train-01852-orig,train-01852,original,0,so meryl spoofed drumpf last night can't wait for him to chime in amp take credit for shattering the glass ceiling amp her 3 oscars,sarcastic
train-01852-interp1,train-01852,interpretation,1,i don't look forward to trump feuding with meryl,not_sarcastic
train-01852-interp2,train-01852,interpretation,2,so meryl spoofed drumpf last night can't wait for him to chime in amp take credit for shattering the glass ceiling amp her 3 oscars,not_sarcastic
train-01853-orig,train-01853,original,0,so many people taking and using my pictures for themselves don't mention it,sarcastic
train-01853-interp1,train-01853,interpretation,1,so many people taking and using my pictures for themselves don't mention it,not_sarcastic
train-01853-interp2,train-01853,interpretation,2,i wish some people would give me credit for my photos,not_sarcastic
train-01854-orig,train-01854,original,0,so mad right now don't look at me don't touch me just don't great way to get ready for bed,sarcastic
train-01854-interp1,train-01854,interpretation,1,i'm in a bad mood not a great way to get ready for bed,not_sarcastic
train-01854-interp2,train-01854,interpretation,2,i'm in a bad mood bad way to get ready for bed,not_sarcastic
train-01855-orig,train-01855,original,0,so is a soda tax no longer regressive if it includes diet ? need clarification,sarcastic
train-01855-interp1,train-01855,interpretation,1,why is there a soda tax ?,not_sarcastic
train-01855-interp2,train-01855,interpretation,2,this doesn't require clarification,not_sarcastic
train-01856-orig,train-01856,original,0,so i put on a baseball game with my favorite baseball player to teach him guess who's the grown up now ?,sarcastic
train-01856-interp1,train-01856,interpretation,1,a baseball game with my favorite baseball player didn't teach him,not_sarcastic
train-01856-interp2,train-01856,interpretation,2,wasn't the most mature way of handling it,not_sarcastic
train-01857-orig,train-01857,original,0,so i just got pulled over this morning for speeding i was compliant and polite and he let me go why ? was it my skin color ?,sarcastic
train-01857-interp1,train-01857,interpretation,1,my race got me out of a ticket,not_sarcastic
train-01857-interp2,train-01857,interpretation,2,i think all cops are racist,not_sarcastic
train-01858-orig,train-01858,original,0,so i guess you could say i'm feeling great about myself,sarcastic
train-01858-interp1,train-01858,interpretation,1,i'm not feeling great about myself,not_sarcastic
train-01858-interp2,train-01858,interpretation,2,i'm not liking myself right now,not_sarcastic
train-01859-orig,train-01859,original,0,so i guess we should expect to see our game about the 7 th inning yeah that's about right oh maybe it'll be on secn alt,sarcastic
train-01859-interp1,train-01859,interpretation,1,so i guess we should expect to see our game about the 7 th inning yeah that's about right oh maybe it'll be on secn alt,not_sarcastic
train-01859-interp2,train-01859,interpretation,2,our team is not playing well,not_sarcastic
train-01860-orig,train-01860,original,0,so glad the ice cream truck came down my street and its 55 outside,sarcastic
train-01860-interp1,train-01860,interpretation,1,i don't like that the ice cream truck came down my street,not_sarcastic
train-01860-interp2,train-01860,interpretation,2,i'm not happy about the ice cream truck coming down my street at an early hour,not_sarcastic
train-01861-orig,train-01861,original,0,so glad the beltway super geniuses amp talk tv radio spared the gop from a walker or rubio nomination,sarcastic
train-01861-interp1,train-01861,interpretation,1,i wish walker or rubio were nominated,not_sarcastic
train-01861-interp2,train-01861,interpretation,2,they won't stop talking about it,not_sarcastic
train-01862-orig,train-01862,original,0,so glad i have so many friends and i'm not on the couch at 9 on the sunday of a long weekend,sarcastic
train-01862-interp1,train-01862,interpretation,1,i wish i had more friends,not_sarcastic
train-01862-interp2,train-01862,interpretation,2,i don't any friends i'm feeling lonely and that i'm wasting a long weekend,not_sarcastic
train-01863-orig,train-01863,original,0,so glad i got here on time for you to be 15 minutes late awesome,sarcastic
train-01863-interp1,train-01863,interpretation,1,not excited that you were late,not_sarcastic
train-01863-interp2,train-01863,interpretation,2,i'm not happy about your tardiness,not_sarcastic
train-01864-orig,train-01864,original,0,so glad everyone had a good weekend i hate you all,sarcastic
train-01864-interp1,train-01864,interpretation,1,i don t care that you had a good weekend,not_sarcastic
train-01864-interp2,train-01864,interpretation,2,i'm not glad you had a good weekend because i'm horrible,not_sarcastic
train-01865-orig,train-01865,original,0,so find the study that sounds best to you,sarcastic
train-01865-interp1,train-01865,interpretation,1,no study sounds best to me,not_sarcastic
train-01865-interp2,train-01865,interpretation,2,that's not how science works,not_sarcastic
train-01866-orig,train-01866,original,0,so far summer has been lame af,sarcastic
train-01866-interp1,train-01866,interpretation,1,summer has been awesome,not_sarcastic
train-01866-interp2,train-01866,interpretation,2,this summer has been awesome,not_sarcastic
train-01867-orig,train-01867,original,0,so 2016 is the year that reshoots is a story amp said movie is horrible sure it's not like reshoots are a normal thing,sarcastic
train-01867-interp1,train-01867,interpretation,1,re shoots are normal,not_sarcastic
train-01867-interp2,train-01867,interpretation,2,reshoots happen all the time for all different types of reasons,not_sarcastic
train-01868-orig,train-01868,original,0,snagged my cardigan this morning and just found snag in my new dress could today get any better ?,sarcastic
train-01868-interp1,train-01868,interpretation,1,snagged my cardigan this morning and just found snag in my new dress could today get any worse,not_sarcastic
train-01868-interp2,train-01868,interpretation,2,i'm having a real bad day,not_sarcastic
train-01869-orig,train-01869,original,0,sleeping with disappointment what a nice thing to dream about,sarcastic
train-01869-interp1,train-01869,interpretation,1,i don't like being dissapointed,not_sarcastic
train-01869-interp2,train-01869,interpretation,2,the worst thing to dream about is dissapointment,not_sarcastic
train-01870-orig,train-01870,original,0,sleep evades me this week just keeps getting better,sarcastic
train-01870-interp1,train-01870,interpretation,1,i can't sleep bad week,not_sarcastic
train-01870-interp2,train-01870,interpretation,2,insomnia is ruining my week,not_sarcastic
train-01871-orig,train-01871,original,0,skyvolt dies and jillow is now a thing great way to start the week,sarcastic
train-01871-interp1,train-01871,interpretation,1,not a great way to start the week,not_sarcastic
train-01871-interp2,train-01871,interpretation,2,horrible way to start the week,not_sarcastic
train-01872-orig,train-01872,original,0,six more years of college yay,sarcastic
train-01872-interp1,train-01872,interpretation,1,boo 6 more years of college,not_sarcastic
train-01872-interp2,train-01872,interpretation,2,six more years of college fuck,not_sarcastic
train-01873-orig,train-01873,original,0,sisterinlaw to my brother you should get a drink the alcohol makes you more tolerable,sarcastic
train-01873-interp1,train-01873,interpretation,1,sisterinlaw to my brother you should get a drink the alcohol makes you more tolerable,not_sarcastic
train-01873-interp2,train-01873,interpretation,2,alcohol makes you a dick,not_sarcastic
train-01874-orig,train-01874,original,0,sir please stop offering me candy it is creepy i like my candy experience to be from the back of an unmarked white van,sarcastic
train-01874-interp1,train-01874,interpretation,1,i don't take candy from strangers,not_sarcastic
train-01874-interp2,train-01874,interpretation,2,i don't like the scenarios but i like candy,not_sarcastic
train-01875-orig,train-01875,original,0,single person's notifications,sarcastic
train-01875-interp1,train-01875,interpretation,1,single person's notifications,not_sarcastic
train-01875-interp2,train-01875,interpretation,2,single person's notifications,not_sarcastic
train-01876-orig,train-01876,original,0,since the world hasn't exploded over a moto z w no 35 jack i'm looking forward to levelheaded reporting on the iphone in sept,sarcastic
train-01876-interp1,train-01876,interpretation,1,there will not be level headed reporting on the new iphone,not_sarcastic
train-01876-interp2,train-01876,interpretation,2,people go nuts for anything apple but not any other device,not_sarcastic
train-01877-orig,train-01877,original,0,sincas x lycett wouldnt have sent me into mourning could have still had a pretty strong ruck but at least we have jetta right,sarcastic
train-01877-interp1,train-01877,interpretation,1,i'm not excited we still have jetta,not_sarcastic
train-01877-interp2,train-01877,interpretation,2,this game is going to end badly,not_sarcastic
train-01878-orig,train-01878,original,0,silly rest of the world use fahrenheit like the rest of us,sarcastic
train-01878-interp1,train-01878,interpretation,1,no one else uses farenheit but us,not_sarcastic
train-01878-interp2,train-01878,interpretation,2,very few countries use fahrenheit but we refuse to advance,not_sarcastic
train-01879-orig,train-01879,original,0,silence is golden duct tape is silver,sarcastic
train-01879-interp1,train-01879,interpretation,1,silence is golden duct tape is silver,not_sarcastic
train-01879-interp2,train-01879,interpretation,2,silence is golden duct tape is silver,not_sarcastic
train-01880-orig,train-01880,original,0,shoutout to the poamoho fam for the birthday wishes,sarcastic
train-01880-interp1,train-01880,interpretation,1,why didn't you wish me happy birthday ?,not_sarcastic
train-01880-interp2,train-01880,interpretation,2,they forgot my birthday or are just being dicks,not_sarcastic
train-01881-orig,train-01881,original,0,shoutout to the pastors on my fb tl using the shooting in orlando as a way to condemn everyone to hell,sarcastic
train-01881-interp1,train-01881,interpretation,1,shame on pastors for using orlando to condemn others,not_sarcastic
train-01881-interp2,train-01881,interpretation,2,i find it disgusting that people are using a tragedy to promote their own hatred,not_sarcastic
train-01882-orig,train-01882,original,0,shoutout to my mom for making the house constantly smell like a mixture of a billion beauty products it's the best,sarcastic
train-01882-interp1,train-01882,interpretation,1,mom i don't like the way it smells in here,not_sarcastic
train-01882-interp2,train-01882,interpretation,2,mom uses way too much perfume and i hate it,not_sarcastic
train-01883-orig,train-01883,original,0,shout out to the mcdonald's for giving me bad food and making me sick right before work in two hours,sarcastic
train-01883-interp1,train-01883,interpretation,1,i wish mcdonalds hadn't sold me bad good and gotten me sick,not_sarcastic
train-01883-interp2,train-01883,interpretation,2,i hate your mcdonalds for making me sick,not_sarcastic
train-01884-orig,train-01884,original,0,shout out to my brother for hitting that factory reset button thank you,sarcastic
train-01884-interp1,train-01884,interpretation,1,my brother hit the reset button boo,not_sarcastic
train-01884-interp2,train-01884,interpretation,2,my brother the idiot jerk ruined my device,not_sarcastic
train-01885-orig,train-01885,original,0,should be a fun week,sarcastic
train-01885-interp1,train-01885,interpretation,1,should be a crappy week,not_sarcastic
train-01885-interp2,train-01885,interpretation,2,should be a horrible week,not_sarcastic
train-01886-orig,train-01886,original,0,short on empathy and patience today should be a great day,sarcastic
train-01886-interp1,train-01886,interpretation,1,today is not going to be good,not_sarcastic
train-01886-interp2,train-01886,interpretation,2,i'm cranky and it's going to be a bad day,not_sarcastic
train-01887-orig,train-01887,original,0,shocked bill ripken taking manny's side in the ventura vs machado pissing match,sarcastic
train-01887-interp1,train-01887,interpretation,1,not shocked bill ripken took manny's side,not_sarcastic
train-01887-interp2,train-01887,interpretation,2,bill ripken always plays favourites between ventura and machado,not_sarcastic
train-01888-orig,train-01888,original,0,she said bonjour which is funny cuz i didn't know she speaks japanese,sarcastic
train-01888-interp1,train-01888,interpretation,1,i didn't know she spoke french,not_sarcastic
train-01888-interp2,train-01888,interpretation,2,i'm aware that bonjour is french but i'm making a joke,not_sarcastic
train-01889-orig,train-01889,original,0,she likes the kids he likes the process,sarcastic
train-01889-interp1,train-01889,interpretation,1,she wantes kids and he wants to have sex,not_sarcastic
train-01889-interp2,train-01889,interpretation,2,she likes the kids he likes the process,not_sarcastic
train-01890-orig,train-01890,original,0,she got that wrong there's no failing economies in europe europe is prosperous that's why many want us to stay in,sarcastic
train-01890-interp1,train-01890,interpretation,1,europe's economy is not doing well,not_sarcastic
train-01890-interp2,train-01890,interpretation,2,europe's economy is in the toilet and we need to fix it,not_sarcastic
train-01891-orig,train-01891,original,0,sharing a bedroom with two snorers is a blessing,sarcastic
train-01891-interp1,train-01891,interpretation,1,sleeping in the same room as snorers is not cool,not_sarcastic
train-01891-interp2,train-01891,interpretation,2,can't sleep too much snoring,not_sarcastic
train-01892-orig,train-01892,original,0,shame someone hasn't invented tranquilizer darts or that gorilla would still be alive,sarcastic
train-01892-interp1,train-01892,interpretation,1,they could have tranquilized the gorilla,not_sarcastic
train-01892-interp2,train-01892,interpretation,2,tranq darts have been invented and they should have used them,not_sarcastic
train-01893-orig,train-01893,original,0,seriously i can't wait to be 70 kg,sarcastic
train-01893-interp1,train-01893,interpretation,1,i don't want to be 70 kg,not_sarcastic
train-01893-interp2,train-01893,interpretation,2,i don't want to be 70 kg,not_sarcastic
train-01894-orig,train-01894,original,0,seriously schultz could win the cup mact and klowe obviously saw this potential he is the difference you're welcome pens,sarcastic
train-01894-interp1,train-01894,interpretation,1,seriously schultz could win the cup mact and klowe obviously saw this potential he is the difference you're welcome pens,not_sarcastic
train-01894-interp2,train-01894,interpretation,2,fuck you pens schultz can win and they didn't see any potential,not_sarcastic
train-01895-orig,train-01895,original,0,selenators are so nice wow,sarcastic
train-01895-interp1,train-01895,interpretation,1,selenators are not nice,not_sarcastic
train-01895-interp2,train-01895,interpretation,2,selenators are horrible,not_sarcastic
train-01896-orig,train-01896,original,0,seeing the angry birds movie with my kids this should be fun,sarcastic
train-01896-interp1,train-01896,interpretation,1,i'm not looking forward to the movie,not_sarcastic
train-01896-interp2,train-01896,interpretation,2,this movie is going to be terrible,not_sarcastic
train-01897-orig,train-01897,original,0,season 1 winter is coming season 6 winter is coming global warmingkeep waiting,sarcastic
train-01897-interp1,train-01897,interpretation,1,season 1 winter is coming season 6 winter is coming global warmingkeep waiting,not_sarcastic
train-01897-interp2,train-01897,interpretation,2,season 1 winter is coming season 6 winter is coming global warmingkeep waiting,not_sarcastic
train-01898-orig,train-01898,original,0,school doctor and work what a great day,sarcastic
train-01898-interp1,train-01898,interpretation,1,school doctor and work what a bad day,not_sarcastic
train-01898-interp2,train-01898,interpretation,2,i have had a day without joy,not_sarcastic
train-01899-orig,train-01899,original,0,running around the city with my head cut off trying to make it to last minute castings is my favorite activity,sarcastic
train-01899-interp1,train-01899,interpretation,1,running around the city with my head cut off trying to make it to last minute castings is not my favorite activity,not_sarcastic
train-01899-interp2,train-01899,interpretation,2,i hate tunning around the city with my head cut off trying to make it to last minute castings,not_sarcastic
train-01900-orig,train-01900,original,0,run time is fun time,sarcastic
train-01900-interp1,train-01900,interpretation,1,run time is no fun,not_sarcastic
train-01900-interp2,train-01900,interpretation,2,run time is pain and discomfort time,not_sarcastic
train-01901-orig,train-01901,original,0,run the race in the fog as long as it's dry uber safe,sarcastic
train-01901-interp1,train-01901,interpretation,1,run the race in the fog as long as it's dry not safe,not_sarcastic
train-01901-interp2,train-01901,interpretation,2,it is not safe to run this race in the fog,not_sarcastic
train-01902-orig,train-01902,original,0,royals are scoring way too many runs this series,sarcastic
train-01902-interp1,train-01902,interpretation,1,royal are not scoring enough runs this series,not_sarcastic
train-01902-interp2,train-01902,interpretation,2,royals really need to score,not_sarcastic
train-01903-orig,train-01903,original,0,robbie savage s commentary is extremely neutral,sarcastic
train-01903-interp1,train-01903,interpretation,1,robbie savage is not a neutral commentator,not_sarcastic
train-01903-interp2,train-01903,interpretation,2,robbie's commentary is extremely biased,not_sarcastic
train-01904-orig,train-01904,original,0,rip stephen keshi one of the best musician nigeria has ever produced way better than wizkid olamideand davido,sarcastic
train-01904-interp1,train-01904,interpretation,1,stephen keshi was not a good musical artist,not_sarcastic
train-01904-interp2,train-01904,interpretation,2,stephen keshi was not a good musical artist,not_sarcastic
train-01905-orig,train-01905,original,0,right so i live in the state with both the highest unemployment rate and worst credit in the nation yay,sarcastic
train-01905-interp1,train-01905,interpretation,1,i live in a crappy state,not_sarcastic
train-01905-interp2,train-01905,interpretation,2,i live in a horrible place,not_sarcastic
train-01906-orig,train-01906,original,0,richmond is so diverse,sarcastic
train-01906-interp1,train-01906,interpretation,1,richmond is not diverse,not_sarcastic
train-01906-interp2,train-01906,interpretation,2,richmond is not diverse,not_sarcastic
train-01907-orig,train-01907,original,0,rex ryan claims he'll beat the patriots this year never heard that one before,sarcastic
train-01907-interp1,train-01907,interpretation,1,rex ryan always claims he will beat the patriots,not_sarcastic
train-01907-interp2,train-01907,interpretation,2,everyone says that rex and they are wrong,not_sarcastic
train-01908-orig,train-01908,original,0,removing earpiercing resonant frequencies from the 1 2 khz range is fun,sarcastic
train-01908-interp1,train-01908,interpretation,1,removing earpiercing resonant frequencies from the 1 2 khz range is not fun,not_sarcastic
train-01908-interp2,train-01908,interpretation,2,removing earpiercing resonant frequencies from the 1 2 khz range is not fun,not_sarcastic
train-01909-orig,train-01909,original,0,remember if everyone in the pulse nightclub had been allowed to carry guns none of this would ever have happened,sarcastic
train-01909-interp1,train-01909,interpretation,1,guns in a club would not have stopped the shooting,not_sarcastic
train-01909-interp2,train-01909,interpretation,2,it wouldn't have changed anything except maybe make more casualties,not_sarcastic
train-01910-orig,train-01910,original,0,remember when ambrose was us champ for like 8 months and defended it twice that was awesome,sarcastic
train-01910-interp1,train-01910,interpretation,1,remember when ambrose was us champ for like 8 months and defended it twice that sucked,not_sarcastic
train-01910-interp2,train-01910,interpretation,2,ambrose's us title run was dumb,not_sarcastic
train-01911-orig,train-01911,original,0,relationship is always between two but there are some ' screwedup heads ' who do not know how to count,sarcastic
train-01911-interp1,train-01911,interpretation,1,relationships are for two people,not_sarcastic
train-01911-interp2,train-01911,interpretation,2,people need to mind their own business when it comes to my relationship,not_sarcastic
train-01912-orig,train-01912,original,0,really shocked that umd couldn't close out on the men's lax championship,sarcastic
train-01912-interp1,train-01912,interpretation,1,no surprise that umd lost,not_sarcastic
train-01912-interp2,train-01912,interpretation,2,not shocked about umds failure at all,not_sarcastic
train-01913-orig,train-01913,original,0,really looking forward to going to asda,sarcastic
train-01913-interp1,train-01913,interpretation,1,not looking forwarrd to going to asda,not_sarcastic
train-01913-interp2,train-01913,interpretation,2,not looking forward to going to asda at all,not_sarcastic
train-01914-orig,train-01914,original,0,really looking forward to all the jehovah's witness coming to tims today,sarcastic
train-01914-interp1,train-01914,interpretation,1,i'm not looking forward to jehovas witnesses today,not_sarcastic
train-01914-interp2,train-01914,interpretation,2,i'm not looking forward to dealing with jehovah's witnesses,not_sarcastic
train-01915-orig,train-01915,original,0,really glad we got exactly 0 answers about the brand split tonight i was really hoping the random speculation would continue,sarcastic
train-01915-interp1,train-01915,interpretation,1,i want some answers about the brand split,not_sarcastic
train-01915-interp2,train-01915,interpretation,2,i really wanted answers on the brand split,not_sarcastic
train-01916-orig,train-01916,original,0,probs cause he thinks i'm oh so sexy,sarcastic
train-01916-interp1,train-01916,interpretation,1,he doesn't think i'm sexy,not_sarcastic
train-01916-interp2,train-01916,interpretation,2,i think he thinks i'm gross,not_sarcastic
train-01917-orig,train-01917,original,0,probably all the exercising and work i did today,sarcastic
train-01917-interp1,train-01917,interpretation,1,i didn't exercise or work today,not_sarcastic
train-01917-interp2,train-01917,interpretation,2,i didn't do anything active today,not_sarcastic
train-01918-orig,train-01918,original,0,pretty sure im done having kids im done going thru this cannot wait to sit in an office for 3 hours,sarcastic
train-01918-interp1,train-01918,interpretation,1,not looking forward to sitting in an office for 3 hours,not_sarcastic
train-01918-interp2,train-01918,interpretation,2,i'm not happy with my life,not_sarcastic
train-01919-orig,train-01919,original,0,pretty people am i beautifulme sure as hell you areugly people am i prettyme everyone is beautiful we are all gods children,sarcastic
train-01919-interp1,train-01919,interpretation,1,pretty people am i beautifulme sure as hell you areugly people am i prettyme everyone is beautiful we are all gods children,not_sarcastic
train-01919-interp2,train-01919,interpretation,2,pretty people am i beautifulme sure as hell you areugly people am i prettyme everyone is beautiful we are all gods children,not_sarcastic
train-01920-orig,train-01920,original,0,pretty good data the last few days,sarcastic
train-01920-interp1,train-01920,interpretation,1,bad data the last few days,not_sarcastic
train-01920-interp2,train-01920,interpretation,2,we got some horrible data,not_sarcastic
train-01921-orig,train-01921,original,0,pp for the penguins i wonder how this plays out ?,sarcastic
train-01921-interp1,train-01921,interpretation,1,pp for the penguins isn't going to end well,not_sarcastic
train-01921-interp2,train-01921,interpretation,2,i know how this works out and i'm not happy,not_sarcastic
train-01922-orig,train-01922,original,0,possibly the most exciting game i've ever seen with england fuck this going to bed,sarcastic
train-01922-interp1,train-01922,interpretation,1,this game is the worst,not_sarcastic
train-01922-interp2,train-01922,interpretation,2,this is the most boring game ever,not_sarcastic
train-01923-orig,train-01923,original,0,poop down 1 0 game is over,sarcastic
train-01923-interp1,train-01923,interpretation,1,unhappy about the game's result,not_sarcastic
train-01923-interp2,train-01923,interpretation,2,the game is not over never give up,not_sarcastic
train-01924-orig,train-01924,original,0,plus i third wheeled hard today and yesterday so this whole weekend has been great,sarcastic
train-01924-interp1,train-01924,interpretation,1,i've been a third wheel all weekend it hasn't been great,not_sarcastic
train-01924-interp2,train-01924,interpretation,2,this weekend has been horrible,not_sarcastic
train-01925-orig,train-01925,original,0,please don't take our guns away it's clearly working for us,sarcastic
train-01925-interp1,train-01925,interpretation,1,guns are not working for us,not_sarcastic
train-01925-interp2,train-01925,interpretation,2,guns are not working for us please feel free to take them,not_sarcastic
train-01926-orig,train-01926,original,0,please don't say embolo will start where that leave origi ? oh emolo starts so does origi coutinho firmino sturridge i get it,sarcastic
train-01926-interp1,train-01926,interpretation,1,please don't say embolo will start where that leave origi ? oh emolo starts so does origi coutinho firmino sturridge i get it,not_sarcastic
train-01926-interp2,train-01926,interpretation,2,embolo should start and origi should leave for good,not_sarcastic
train-01927-orig,train-01927,original,0,phwew i was worried hamilton wouldn't win for having best songwriter,sarcastic
train-01927-interp1,train-01927,interpretation,1,no surpise hamilton won,not_sarcastic
train-01927-interp2,train-01927,interpretation,2,i wasn't worried hamilton wasn't going to win it was a foregone conclusion,not_sarcastic
train-01928-orig,train-01928,original,0,pg county what a surprise,sarcastic
train-01928-interp1,train-01928,interpretation,1,pg county no surprise there,not_sarcastic
train-01928-interp2,train-01928,interpretation,2,it's not a surprise that it's pg county,not_sarcastic
train-01929-orig,train-01929,original,0,people with bad deeds drink tea in a hospital ward called casual tea,sarcastic
train-01929-interp1,train-01929,interpretation,1,people with bad deeds drink tea in a hospital ward called casual tea,not_sarcastic
train-01929-interp2,train-01929,interpretation,2,people with bad deeds drink tea in a hospital ward called casual tea,not_sarcastic
train-01930-orig,train-01930,original,0,people who writes you as ew or uew tell me about the great difference you brought to the world,sarcastic
