family_id,interp_rank,interpretation_text,original_text,n_models_flagged_sarcastic,which_models_flagged,pred_M1,pred_M2,pred_M3,pred_M4,pred_M5,pred_M6,word_length,char_length,has_question_mark,has_exclamation_mark,has_all_caps_word,uppercase_char_fraction,vader_compound,qualitative_tags,notes
test-00218,3,just one of the many services i offer,just one of the many services i offer,2,M2;M5,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00218,4,just one of the many services i offer,just one of the many services i offer,2,M2;M5,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00170,4,i hate taxes,ahhhh property taxes i love june,2,M1;M6,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,3,12,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00218,9,just one of the many services i offer,just one of the many services i offer,2,M2;M5,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00063,3,can wait until tomorrow,cant wait until tomorrow,2,M1;M6,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,4,23,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00218,10,just one of the many services i offer,just one of the many services i offer,2,M2;M5,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00218,1,just one of the many services i offer,just one of the many services i offer,2,M2;M5,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00218,5,just one of the many services i offer,just one of the many services i offer,2,M2;M5,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00063,5,cant wait until tomorrow,cant wait until tomorrow,2,M1;M6,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,4,24,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00218,6,just one of the many services i offer,just one of the many services i offer,2,M2;M5,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00027,2,i'm not in the mood for deadpool,deadpool is my vibe tonight,2,M2;M6,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,7,32,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00089,4,something always seems to break in my apartment,broken water main in my apartment yippie that's something new,2,M1;M6,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,8,47,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00218,7,just one of the many services i offer,just one of the many services i offer,2,M2;M5,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00016,9,i don't care to watch or know anything about the bachelor,didn't watch the bachelor but i'm so glad everyone tweeted about it so i know what's going on,1,M2,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,11,57,False,False,False,0.0,-0.3875,flat_delivery_candidate,
test-00034,1,the weather sucks,currently dark amp stormy outside work great to be back,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,3,17,False,False,False,0.0,-0.3612,flat_delivery_candidate;short_ambiguous_candidate,
test-00007,2,i hate being ignored,don't you just love it when people ignore you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,20,False,False,False,0.0,-0.7184,flat_delivery_candidate;short_ambiguous_candidate,
test-00003,3,dressler on the bench no problems in the peg ? stay tuned,dressler on the bench problems in the peg ? stay tuned,1,M3,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,12,57,True,False,False,0.0,-0.5994,rhetorical_question_candidate,
test-00003,2,dressler on the bench problems in the peg ? stay tuned,dressler on the bench problems in the peg ? stay tuned,1,M3,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,11,54,True,False,False,0.0,-0.4019,rhetorical_question_candidate,
test-00030,2,the day has flown by,dat last half an hour before your two days off though,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,5,20,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00012,3,i would give my life for them,don't get me wrong i love my friends and family i would give up my life for them what a life,1,M2,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,29,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00249,1,minsan is not reassuring,minsan is so assuring,1,M4,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,4,24,False,False,False,0.0,-0.3089,flat_delivery_candidate;short_ambiguous_candidate,
test-00007,1,i don't like it when people ignore me,don't you just love it when people ignore you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,8,37,False,False,False,0.0,-0.5588,flat_delivery_candidate,
test-00035,3,coutinho is going to psg then,coutinho isn't going to psg then,1,M6,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,6,29,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00012,4,my life isn't what i was expecting,don't get me wrong i love my friends and family i would give up my life for them what a life,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,34,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00007,7,i hate being ignored,don't you just love it when people ignore you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,20,False,False,False,0.0,-0.7184,flat_delivery_candidate;short_ambiguous_candidate,
test-00007,6,i don't like it when people ignore me,don't you just love it when people ignore you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,8,37,False,False,False,0.0,-0.5588,flat_delivery_candidate,
test-00028,9,i hate when things get behind schedule,day 3 at reception we're a day behind schedule lovely,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,38,False,False,False,0.0,-0.5719,flat_delivery_candidate,
test-00248,5,i hate the scanning media part of the android device,scanning media is my favorite feature of android devices thank you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,10,52,False,False,False,0.0,-0.5719,flat_delivery_candidate,
test-00158,9,the stock market is crazy right now,alright all the bulls can rally on the fact that a poor jobs number is temporarily going to slow the fed from raising rates spy,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,35,False,False,False,0.0,-0.34,flat_delivery_candidate,
test-00248,4,i hate the scanning media part of the android device,scanning media is my favorite feature of android devices thank you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,10,52,False,False,False,0.0,-0.5719,flat_delivery_candidate,
test-00007,5,i hate it when people ignore me,don't you just love it when people ignore you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,31,False,False,False,0.0,-0.7351,flat_delivery_candidate,
test-00003,1,dressler on the bench problems in the peg ? stay tuned,dressler on the bench problems in the peg ? stay tuned,1,M3,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,11,54,True,False,False,0.0,-0.4019,rhetorical_question_candidate,
test-00158,4,the stock market is crazy right now,alright all the bulls can rally on the fact that a poor jobs number is temporarily going to slow the fed from raising rates spy,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,35,False,False,False,0.0,-0.34,flat_delivery_candidate,
test-00248,2,i really dislike the scanning media feature on android devices,scanning media is my favorite feature of android devices thank you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,10,62,False,False,False,0.0,-0.4391,flat_delivery_candidate,
test-00016,4,i don't care to watch or know anything about the bachelor,didn't watch the bachelor but i'm so glad everyone tweeted about it so i know what's going on,1,M2,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,11,57,False,False,False,0.0,-0.3875,flat_delivery_candidate,
test-00011,4,i'm not sleeping well,don't get why people say you need 6 8 hours of sleep a night i've been going on 2 or less for months now amp it's going great,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,21,False,False,False,0.0,-0.2057,flat_delivery_candidate;short_ambiguous_candidate,
test-00006,5,i hate people taking credit for something i did,don't you just love when people takes the credit for something you did ? yeah ? me too,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,9,47,False,False,False,0.0,-0.2732,flat_delivery_candidate,
test-00249,2,minsan is not reassuring,minsan is so assuring,1,M4,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,4,24,False,False,False,0.0,-0.3089,flat_delivery_candidate;short_ambiguous_candidate,
test-00149,2,they are doing this on purpose,another coincidental exchange with green,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,30,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00159,4,he's better than people think,alright it's just gonna take a few more years for brad stevens to get to iu,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,5,29,False,False,False,0.0,0.4404,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00026,1,i want to be able to get rid of apps on my phone,dear at amp t amp samsung i'm so glad i have zero storage for my things my 32 gb phone thanks to the useless apps i can't uninstall,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,13,48,False,False,False,0.0,0.0772,flat_delivery_candidate,
test-00151,5,i am being secretive,and by revealing i mean not at all not even in the least,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,20,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00150,4,hospitals need to run more efficient,another chapter in a long book of total nhs incompetence at peterborough city hospital you absolute stars,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,36,False,False,False,0.0,0.4754,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00249,4,i'm not comfortable with minsan,minsan is so assuring,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,5,31,False,False,False,0.0,-0.4023,flat_delivery_candidate;short_ambiguous_candidate,
test-00029,4,david villa with a bad penaltykick,david villa with a worldclass penaltykick,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,34,False,False,False,0.0,-0.5423,flat_delivery_candidate;short_ambiguous_candidate,
test-00153,4,this race is losing my interest,amazing first lap such a shame my favorite german is down to 10 th,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,31,False,False,False,0.0,0.1027,flat_delivery_candidate;short_ambiguous_candidate,
test-00028,4,i hate when things get behind schedule,day 3 at reception we're a day behind schedule lovely,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,38,False,False,False,0.0,-0.5719,flat_delivery_candidate,
test-00007,10,i hate it when people ignore me,don't you just love it when people ignore you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,31,False,False,False,0.0,-0.7351,flat_delivery_candidate,
test-00154,2,gunshots scare the crap out of me,always comforting when you hear three gunshots go off in your area,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,33,False,False,False,0.0,-0.7003,flat_delivery_candidate,
test-00006,4,i hate people taking my credit,don't you just love when people takes the credit for something you did ? yeah ? me too,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,30,False,False,False,0.0,-0.2732,flat_delivery_candidate;short_ambiguous_candidate,
test-00029,1,david villa had a bad penalty kick,david villa with a worldclass penaltykick,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,34,False,False,False,0.0,-0.7579,flat_delivery_candidate,
test-00006,1,i don't like when people take credit for what you do,don't you just love when people takes the credit for something you did ? yeah ? me too,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,11,52,False,False,False,0.0,0.1255,flat_delivery_candidate,
test-00165,3,all conspiracies are not off base with and all govt explanations are not always true and accurate and should be questioned,all conspiracies are off base with no truth to them and all govt explanations are true and accurate and shouldn't be questioned,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,21,122,False,False,False,0.0,-0.4082,flat_delivery_candidate,
test-00243,5,lack of motivation,where can i download motivation ?,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,3,18,False,False,False,0.0,0.0258,flat_delivery_candidate;short_ambiguous_candidate,
test-00160,4,i can't wait for my lunch break,almost lunchtime i get a half hour away from this paradise,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,31,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00155,2,i am not comfortable being myself,always be yourself except during job interviews the first couple months of relationships or any type of social interaction,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,33,False,False,False,0.0,-0.4023,flat_delivery_candidate;short_ambiguous_candidate,
test-00243,3,i need to find motivation,where can i download motivation ?,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,5,25,False,False,False,0.0,0.34,flat_delivery_candidate;positive_surface_wording_candidate;short_ambiguous_candidate,
test-00018,1,the yankees failed to manufacture a run off of that double,did you see how the yankees manufactured that run from a leadoff double ? that was amazing,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,11,58,False,False,False,0.0,-0.5106,flat_delivery_candidate,
test-00011,1,i need more sleep,don't get why people say you need 6 8 hours of sleep a night i've been going on 2 or less for months now amp it's going great,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,17,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00243,2,i'm completely without motivation,where can i download motivation ?,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,33,False,False,False,0.0,-0.3214,flat_delivery_candidate;short_ambiguous_candidate,
test-00248,1,i don't like scanning media on android,scanning media is my favorite feature of android devices thank you,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,38,False,False,False,0.0,-0.2755,flat_delivery_candidate,
test-00131,1,the weather sucks,at least it's great weather to be driving to cambridge in,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,3,17,False,False,False,0.0,-0.3612,flat_delivery_candidate;short_ambiguous_candidate,
test-00241,2,they are not lesbians,yes pretty much but they're lesbians together they did them both so wrong in the p c n52 run,1,M6,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,4,21,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00089,6,broken water main in my apartment that sucks,broken water main in my apartment yippie that's something new,1,M4,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,8,44,False,False,False,0.0,-0.6808,flat_delivery_candidate,
test-00104,2,colossus is not a covenant place,best part about colossus is that you can never leave to pee because you're literally always short amp looking for a spot to get in,1,M6,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,6,32,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00176,5,i hate headache,ah joy a headache,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,3,15,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00176,4,i hate headaches,ah joy a headache,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,3,16,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00176,2,i'm in pain and headaches are not fun,ah joy a headache,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,8,37,False,False,False,0.0,-0.7186,flat_delivery_candidate,
test-00097,1,elizabeth proctor is not a great woman,bless elizabeth proctor she's honestly a great woman ha,1,M3,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,38,False,False,False,0.0,-0.5096,flat_delivery_candidate,
test-00096,2,the boy was in danger and the zoo keepers did the right thing,bottom line that gorilla was trying to protect that boy ever seen tarzan geez,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,13,61,False,False,False,0.0,-0.5267,flat_delivery_candidate,
test-00095,4,i was not looking forward to the rain,boy am i glad the rain's here,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,8,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00092,7,the trade is happening,breaking manchester united and lionel messi have reached an agreement that the transfer will never happen hahaha,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,22,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00092,2,the trade is happening,breaking manchester united and lionel messi have reached an agreement that the transfer will never happen hahaha,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,22,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00091,2,there is no view here,breaktime at work hot damn you should see the view,1,M2,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,5,21,False,False,False,0.0,-0.296,flat_delivery_candidate;short_ambiguous_candidate,
test-00090,1,bricks behind home plate is not a good idea,bricks behind home plate seems like a great idea,1,M6,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,9,43,False,False,False,0.0,-0.3412,flat_delivery_candidate,
test-00175,2,i hate replacing a tire at 9 in the morning,ah yes i love replacing a tire at 9 in the morning,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,10,43,False,False,False,0.0,-0.5719,flat_delivery_candidate,
test-00089,7,a broken water main is the last thing i needed,broken water main in my apartment yippie that's something new,1,M4,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,10,46,False,False,False,0.0,-0.4767,flat_delivery_candidate,
test-00174,5,its annoying to see that people are still misunderstanding what gmos are,ah yes good to see that people are still misunderstanding what gmos are,1,M2,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,12,72,False,False,False,0.0,-0.6705,flat_delivery_candidate,
test-00106,1,being stuck in an airport sucks,being stuck in an airport is fun,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,31,False,False,False,0.0,-0.5423,flat_delivery_candidate;short_ambiguous_candidate,
test-00089,2,a broken water main is the last thing i needed,broken water main in my apartment yippie that's something new,1,M4,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,10,46,False,False,False,0.0,-0.4767,flat_delivery_candidate,
test-00089,1,broken water main in my apartment that sucks,broken water main in my apartment yippie that's something new,1,M4,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,8,44,False,False,False,0.0,-0.6808,flat_delivery_candidate,
test-00136,5,as a 25 yearold woman i hate cleaning kitchen bins and fridge,as a twenty fiveyearold woman there's nothing i'd rather be doing in a sunday than cleaning the kitchen bins and fridge,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,12,61,False,False,False,0.0,-0.5719,flat_delivery_candidate,
test-00200,4,i hate homework,4 more assignments wooo college is so fun,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,3,15,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00200,5,i hate college assignments,4 more assignments wooo college is so fun,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,26,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00084,4,there is a lack of school supplies,but hey at least we have new markers,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,34,False,False,False,0.0,-0.3182,flat_delivery_candidate,
test-00201,7,this traffic is horrible it's taking forever to get home,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,10,56,False,False,False,0.0,-0.5423,flat_delivery_candidate,
test-00083,2,we're not safe,but remember guys our idiotic country believes people kill people so we're safe,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,3,14,False,False,False,0.0,-0.3412,flat_delivery_candidate;short_ambiguous_candidate,
test-00202,2,this traffic is horrible it's taking forever to get home,30 mins to move 200 yds this is a fun journey home,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,10,56,False,False,False,0.0,-0.5423,flat_delivery_candidate,
test-00083,1,we're not safe,but remember guys our idiotic country believes people kill people so we're safe,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,3,14,False,False,False,0.0,-0.3412,flat_delivery_candidate;short_ambiguous_candidate,
test-00203,2,drunk driving should always be taken seriously,2 2 according to this logic should drunk driving incidents be considered as less serious ? maybe just get rid of the dui ?,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,46,False,False,False,0.0,-0.4767,flat_delivery_candidate,
test-00078,2,just because blogs say mcgregor was fighting mayweather its not necessarily true,but but i thought mcgregor was fighting mayweather next ? the blogs said so sarcasm,1,M5,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,not_sarcastic,12,80,False,False,False,0.0,-0.5903,flat_delivery_candidate,
test-00078,1,mcgregor will not fight mayweather,but but i thought mcgregor was fighting mayweather next ? the blogs said so sarcasm,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,5,34,False,False,False,0.0,0.2924,flat_delivery_candidate;short_ambiguous_candidate,
test-00104,4,i hate my size sometimes,best part about colossus is that you can never leave to pee because you're literally always short amp looking for a spot to get in,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,5,24,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00191,6,unhappy people going to ldn today,a beautiful start to the week lots of happy smiling people going to ldn today,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,33,False,False,False,0.0,-0.4215,flat_delivery_candidate;short_ambiguous_candidate,
test-00206,4,i hate getting sunburned,2 sunburnt shoulders get in,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,24,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00131,5,worst weather to be driving to cambridge,at least it's great weather to be driving to cambridge in,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,7,40,False,False,False,0.0,-0.6249,flat_delivery_candidate,
test-00129,4,i dislike the dentist,at the crazy christian dentist's for my cleaning date with the erin andrews clone yay,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,21,False,False,False,0.0,-0.3818,flat_delivery_candidate;short_ambiguous_candidate,
test-00181,2,my team did the opposite of what i think they should do,a real mlber would know how to stop playing tok hard not staying within himself pressing smh bench him,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,12,55,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00181,4,players need to know when to call it quits,a real mlber would know how to stop playing tok hard not staying within himself pressing smh bench him,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,9,42,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00126,5,i hate doing audits,audits are a blast to do,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,19,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00126,4,i hate doing audits,audits are a blast to do,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,4,19,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00183,2,a bad long wait at the doctors is making me angry,a nice long wait in the doctors office should calm my nerves,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,11,49,False,False,False,0.0,-0.7783,flat_delivery_candidate,
test-00184,2,a culture of hatred causes violence,a hate crime against sexual orientation of course nothing in the usa over the last 12 mths gave oxygen to his views,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,6,35,False,False,False,0.0,-0.8519,flat_delivery_candidate;short_ambiguous_candidate,
test-00185,5,an annoying way of starting your monday is to wake up late,a great way of starting your monday is to wake up late,1,M6,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,sarcastic,12,58,False,False,False,0.0,-0.4019,flat_delivery_candidate,
test-00121,4,i hate being back home,back in huntsville always good to be back here where no one is and nothing ever happens ever,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,5,22,False,False,False,0.0,-0.5719,flat_delivery_candidate;short_ambiguous_candidate,
test-00119,5,cooking vegan and gluten free cuisine is trending nowadays,bake off at work today if i lie and say my cake is ' vegan ' and ' gluten free ' does that automatically entitle me to win ?,1,M1,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,9,58,False,False,False,0.0,0.5106,flat_delivery_candidate;positive_surface_wording_candidate,
test-00117,4,people just want others to fall for what they're selling,be influential by being an influencer that influences people's influencing in an influential way buy my book,1,M2,not_sarcastic,sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,not_sarcastic,10,56,False,False,False,0.0,0.0772,flat_delivery_candidate,
